target_index,snap_index,width,height,detection_ok,corner_count,extent_i,extent_j,horizontal_coverage_frac,residual_median_px,residual_p95_px,edge_axis_residual_median_deg,edge_axis_residual_p95_deg,local_step_cv,local_homography_residual_median_px,local_homography_residual_p95_px,graph_degree_0,graph_degree_1,graph_degree_2,graph_degree_3,graph_degree_4,raw_corners,after_strength_filter,after_orientation_cluster_filter,graph_nodes,graph_edges,largest_component,num_components,assigned_grid_corners,after_global_homography_prune,final_labeled_corners,reject_out_of_distance_window,reject_out_of_step_window,reject_axis_line_disagree,reject_no_axis_match_source,reject_no_axis_match_candidate,reject_not_orthogonal,reject_edge_axis_angle_mismatch,reject_missing_cluster,reject_same_cluster_legacy,reject_low_alignment,reject_cluster_polarity_flip,reject_local_homography_residual,timing_total_us
16,3,720,540,true,40,10,9,0.894188,0.483595,0.772648,1.647892,6.016263,0.235030,0.394339,0.673474,28,9,14,7,23,117,117,81,81,150,49,31,49,40,40,0,48,0,467,17,0,0,0,0,0,0,0,1591
16,4,720,540,true,41,12,6,0.853902,0.492581,0.812216,2.125090,6.478024,0.311517,0.463217,1.133960,29,13,13,15,18,115,115,88,88,156,53,33,53,41,41,0,210,0,997,90,0,0,0,0,0,0,0,1846
16,5,720,540,true,42,13,6,0.928603,0.392217,0.874801,2.523646,6.184955,0.238593,0.345147,0.803741,37,7,13,15,21,123,123,93,93,162,54,39,54,42,42,0,70,0,724,54,0,0,0,0,0,0,0,1821
17,0,720,540,false,0,0,0,,,,1.906907,4.756079,0.284016,,,30,15,39,0,0,130,130,84,84,93,29,45,0,,0,0,201,0,886,75,0,0,0,0,0,0,0,1492
17,1,720,540,true,46,13,7,0.932668,0.497743,0.751056,2.217544,5.418266,0.327491,0.389470,1.156040,26,14,10,20,15,138,138,85,85,154,52,30,52,46,46,0,225,0,887,87,0,0,0,0,0,0,0,1806
17,2,720,540,true,34,11,4,0.741634,0.294971,0.493630,2.364816,7.082401,0.225794,0.269929,0.740813,27,6,12,16,15,118,118,76,76,138,47,29,47,34,34,0,222,0,822,76,0,0,0,0,0,0,0,1713
17,3,720,540,true,39,11,8,0.859786,0.409373,0.887682,1.837522,6.253707,0.291584,0.337928,0.614998,24,16,9,13,13,110,110,75,75,125,44,28,44,39,39,0,68,0,572,33,0,0,0,0,0,0,0,1694
17,4,720,540,true,39,13,6,0.908707,0.343653,0.637615,1.866841,5.536838,0.259816,0.349377,0.634674,35,14,5,19,16,124,124,89,89,145,49,38,49,39,39,0,66,0,615,59,0,0,0,0,0,0,0,1827
17,5,720,540,true,40,11,6,0.782104,0.433499,0.763555,1.939077,7.036516,0.372849,0.378177,0.646121,33,16,10,14,14,118,118,87,87,134,47,37,47,40,40,0,50,0,751,69,0,0,0,0,0,0,0,1676
18,0,720,540,true,21,8,6,0.606948,0.364704,0.695289,1.857620,5.666393,0.425351,0.422501,0.934538,31,19,32,9,9,127,127,100,100,146,41,44,38,21,21,0,61,0,914,45,0,0,0,0,0,0,0,1857
18,1,720,540,true,38,12,6,0.898551,0.425467,0.696876,2.186425,6.187072,0.273993,0.383550,0.791372,29,9,14,17,11,89,89,80,80,132,44,33,44,38,38,0,70,0,598,30,0,0,0,0,0,0,0,1646
18,2,720,540,true,39,12,6,0.889392,0.371994,0.809510,2.759752,9.630827,0.255362,0.469902,1.056162,21,14,11,17,15,109,109,78,78,147,47,27,48,39,39,0,199,0,902,77,0,0,0,0,0,0,0,1648
18,3,720,540,true,21,16,2,0.885287,96.865379,458.898926,2.124735,6.619287,0.269130,37.486122,136.297623,29,11,30,6,0,109,109,76,76,89,36,38,23,21,21,0,219,0,806,46,0,0,0,0,0,0,0,1389
