target_index,snap_index,width,height,detection_ok,corner_count,extent_i,extent_j,horizontal_coverage_frac,residual_median_px,residual_p95_px,edge_axis_residual_median_deg,edge_axis_residual_p95_deg,local_step_cv,local_homography_residual_median_px,local_homography_residual_p95_px,graph_degree_0,graph_degree_1,graph_degree_2,graph_degree_3,graph_degree_4,raw_corners,after_strength_filter,after_orientation_cluster_filter,graph_nodes,graph_edges,largest_component,num_components,assigned_grid_corners,after_global_homography_prune,final_labeled_corners,reject_out_of_distance_window,reject_out_of_step_window,reject_axis_line_disagree,reject_no_axis_match_source,reject_no_axis_match_candidate,reject_not_orthogonal,reject_edge_axis_angle_mismatch,reject_missing_cluster,reject_same_cluster_legacy,reject_low_alignment,reject_cluster_polarity_flip,reject_local_homography_residual,timing_total_us
1,4,720,540,true,31,10,5,0.793885,0.291641,0.616335,1.834193,6.444010,0.268176,0.320952,0.828044,31,7,10,14,15,91,91,77,77,129,39,35,39,31,31,0,54,0,619,43,0,0,0,0,0,0,0,1971
1,5,720,540,true,32,11,5,0.864595,0.284917,0.513353,3.399085,7.271679,0.273948,0.306255,0.697154,34,11,7,17,17,94,94,86,86,144,47,37,47,32,32,0,60,0,650,38,0,0,0,0,0,0,0,2372
2,0,720,540,true,20,9,6,0.726845,8.348411,15.423744,1.580096,5.070910,0.395353,0.359286,0.975516,34,15,22,10,6,128,128,87,87,113,36,44,29,20,20,0,50,0,613,17,0,0,0,0,0,0,0,2265
2,1,720,540,true,29,11,5,0.849001,0.293142,0.563755,2.022699,5.560293,0.383120,0.267697,0.692610,15,23,14,12,12,96,96,76,76,135,38,25,38,29,29,0,228,0,870,34,0,0,0,0,0,0,0,1985
2,2,720,540,true,33,12,5,0.891124,0.315422,0.534740,3.079596,7.845770,0.326106,0.267858,0.771716,27,11,10,19,11,109,109,78,78,132,47,30,47,33,33,0,50,0,463,27,0,0,0,0,0,0,0,2120
2,3,720,540,true,20,14,4,0.898992,48.336643,129.803925,1.402784,7.487213,0.333116,0.750823,1.061741,30,7,23,6,5,88,88,71,71,91,37,34,27,20,20,0,205,0,780,28,0,0,0,0,0,0,0,2333
2,4,720,540,true,36,12,5,0.886057,0.457375,0.771428,2.057144,5.624115,0.306660,0.386870,1.003799,33,12,6,16,12,102,102,79,79,120,39,37,39,36,36,0,58,0,596,44,0,0,0,0,0,0,0,1963
2,5,720,540,true,37,12,5,0.899224,0.317322,0.681483,2.814612,6.850017,0.296404,0.337707,0.737110,31,10,10,16,15,99,99,82,82,138,47,34,47,37,37,0,44,0,587,31,0,0,0,0,0,0,0,2107
3,0,720,540,true,22,6,6,0.534399,0.453203,0.784923,1.536355,5.202009,0.366902,0.403339,0.749110,27,17,24,8,8,107,107,84,84,121,37,39,34,22,22,0,247,0,966,44,0,0,0,0,0,0,0,2502
3,1,720,540,true,39,12,6,0.904217,0.427575,0.785617,1.631568,4.676112,0.384391,0.386781,0.799165,24,16,10,19,13,106,106,82,82,145,45,31,45,39,39,0,235,0,922,44,0,0,0,0,0,0,0,2123
3,2,720,540,true,34,12,5,0.854464,0.252617,0.437830,2.728934,7.447871,0.315367,0.281965,0.515563,30,12,11,19,12,118,118,84,84,139,48,34,48,34,34,0,272,0,911,50,0,0,0,0,0,0,0,2213
3,3,720,540,true,20,13,6,0.863780,14.070455,32.467144,1.628044,5.213989,0.295775,0.409547,1.078396,23,12,27,7,6,85,85,75,75,111,36,32,31,20,20,0,218,0,875,28,0,0,0,0,0,0,0,2601
3,4,720,540,true,39,11,6,0.806631,0.427431,0.844878,1.951091,5.419605,0.269052,0.420827,0.951612,27,11,12,13,18,96,96,81,81,146,46,31,46,39,39,0,58,0,588,42,0,0,0,0,0,0,0,2135
3,5,720,540,true,43,12,6,0.894993,0.457951,0.861603,3.145466,6.619164,0.305790,0.392079,0.706513,29,17,12,19,21,122,122,98,98,182,59,34,59,43,43,0,56,0,695,28,0,0,0,0,0,0,0,2341
4,0,720,540,true,30,10,8,0.952541,0.313174,0.666458,2.009797,6.270619,0.487164,0.273725,0.560215,32,22,14,10,12,132,132,90,90,128,42,39,42,30,30,0,56,0,734,22,0,0,0,0,0,0,0,2169
4,1,720,540,true,30,10,5,0.816435,0.388916,0.606134,2.090612,6.954444,0.431266,0.394483,0.921628,36,18,16,8,9,100,100,87,87,110,38,42,38,30,30,0,60,0,776,51,0,0,0,0,0,0,0,2063
4,2,720,540,true,27,10,5,0.802491,0.278611,0.571330,2.985995,8.865335,0.291288,0.309891,0.874320,27,11,6,14,15,94,94,73,73,125,41,31,41,27,27,0,46,0,393,21,0,0,0,0,0,0,0,2247
4,3,720,540,false,0,0,0,,,,1.747313,6.461482,0.352802,,,22,16,33,5,1,104,104,77,77,101,34,36,0,,0,0,207,0,823,29,0,0,0,0,0,0,0,1517
4,4,720,540,true,32,11,4,0.868026,0.413782,0.761839,2.025779,6.012151,0.222141,0.412566,0.818935,18,13,7,17,9,71,71,64,64,114,35,25,35,32,32,0,187,0,610,36,0,0,0,0,0,0,0,1835
4,5,720,540,true,35,12,4,0.951716,0.413914,0.708279,2.188283,8.518031,0.321822,0.369900,0.817699,23,17,17,18,12,103,103,87,87,153,53,29,52,35,35,0,65,0,748,56,0,0,0,0,0,0,0,2548
5,0,720,540,true,28,9,7,0.828984,0.416660,0.906251,2.100536,6.783498,0.493437,0.451908,0.871682,24,15,19,8,6,99,99,72,72,101,32,31,32,28,28,0,53,0,734,30,0,0,0,0,0,0,0,1996
5,1,720,540,true,29,11,4,0.872024,0.489439,0.902993,1.758200,5.563571,0.359491,0.436190,0.889111,19,13,5,17,6,69,69,60,60,98,31,24,31,29,29,0,175,0,677,47,0,0,0,0,0,0,0,1880
5,2,720,540,true,32,9,5,0.723793,0.461627,0.800753,2.433610,9.151019,0.273291,0.511874,1.109446,25,8,8,13,9,76,76,63,63,99,34,27,34,32,32,0,40,0,334,24,0,0,0,0,0,0,0,1906
5,3,720,540,false,0,0,0,,,,2.104340,5.738739,0.534479,,,19,21,35,0,0,95,95,75,75,91,25,39,0,,0,0,216,0,816,45,0,0,0,0,0,0,0,1543
5,4,720,540,true,26,10,5,0.850047,0.248200,0.453839,2.546991,6.894325,0.432351,0.244189,0.586000,22,13,11,15,10,84,84,71,71,120,38,28,38,26,26,0,193,0,744,70,0,0,0,0,0,0,0,1950
5,5,720,540,true,28,10,4,0.803555,0.263373,0.425645,2.114203,9.171305,0.470053,0.267845,0.584634,34,15,9,15,10,97,97,83,83,118,40,39,40,28,28,0,72,0,542,20,0,0,0,0,0,0,0,2206
6,0,720,540,false,0,0,0,,,,1.747572,6.450007,0.313823,,,29,15,27,6,2,116,116,79,79,95,22,42,0,,0,0,224,0,811,38,0,0,0,0,0,0,0,1512
6,1,720,540,true,31,10,5,0.787969,0.360990,0.642881,1.661457,4.700495,0.366802,0.399551,0.809193,28,9,9,13,11,90,90,70,70,110,37,31,37,31,31,0,205,0,793,43,0,0,0,0,0,0,0,2025
6,2,720,540,true,37,12,5,0.907213,0.401508,0.748299,2.844337,8.310360,0.239975,0.401919,0.951268,27,11,11,19,13,111,111,81,81,142,48,31,47,37,37,0,52,0,605,33,0,0,0,0,0,0,0,2522
6,3,720,540,true,20,13,4,0.855797,12.377146,35.002480,1.380818,4.790859,0.327603,17.667212,27.165201,30,10,19,5,9,104,104,73,73,99,33,37,31,20,20,0,36,0,522,26,0,0,0,0,0,0,0,2756
6,4,720,540,true,36,12,5,0.924980,0.345640,0.664938,2.335665,6.900171,0.306531,0.327476,0.910504,33,10,13,15,20,115,115,91,91,161,49,39,49,36,36,0,56,0,783,47,0,0,0,0,0,0,0,2235
6,5,720,540,true,34,11,5,0.856574,0.331267,0.581436,2.574640,7.552796,0.328960,0.306601,0.770525,28,10,8,16,16,103,103,78,78,138,46,31,46,34,34,0,218,0,759,53,0,0,0,0,0,0,0,2065
7,0,720,540,false,0,0,0,,,,2.224593,7.526350,0.341873,,,22,17,34,3,1,126,126,77,77,98,24,33,0,,0,0,206,0,793,57,0,0,0,0,0,0,0,1588
7,1,720,540,true,24,9,5,0.678511,0.288776,0.521263,1.219858,4.022380,0.341407,0.352383,0.826467,19,9,9,11,9,78,78,57,57,96,35,21,35,24,24,0,153,0,631,34,0,0,0,0,0,0,0,1972
7,2,720,540,true,37,12,4,0.885443,0.396462,0.678010,3.495049,8.062184,0.284484,0.402610,0.973726,31,6,8,17,14,88,88,76,76,129,42,34,42,37,37,0,48,0,487,25,0,0,0,0,0,0,0,1977
7,3,720,540,true,20,10,5,0.670539,21.045362,54.185970,1.576234,4.246984,0.285468,0.555429,30.072142,31,17,18,4,5,93,93,75,75,85,32,39,26,20,20,0,93,0,847,29,0,0,0,0,0,0,0,2298
7,4,720,540,true,32,11,4,0.824737,0.373680,0.524056,2.358997,7.544600,0.280908,0.344171,0.637553,31,10,9,12,14,91,91,76,76,120,39,35,39,32,32,0,42,0,543,33,0,0,0,0,0,0,0,1990
7,5,720,540,true,38,11,6,0.856537,0.423120,0.806488,2.573871,7.741992,0.282487,0.391482,0.864696,27,18,8,13,15,107,107,81,81,133,45,32,45,38,38,0,92,0,579,43,0,0,0,0,0,0,0,2091
8,0,720,540,false,0,0,0,,,,1.815820,5.981033,0.279807,,,36,18,33,3,0,138,138,90,90,93,15,54,0,,0,0,60,0,549,29,0,0,0,0,0,0,0,1660
8,1,720,540,true,35,12,5,0.913490,0.476315,0.815498,2.036967,5.637734,0.273951,0.411224,0.906485,19,9,10,15,11,82,82,64,64,118,43,21,42,35,35,0,187,0,580,26,0,0,0,0,0,0,0,1880
8,2,720,540,true,32,11,4,0.827998,0.319003,0.499675,2.828427,8.633536,0.246495,0.309462,0.554155,16,11,16,12,9,75,75,64,64,115,37,20,37,32,32,0,208,0,623,21,0,0,0,0,0,0,0,1885
8,3,720,540,true,33,9,8,0.849524,0.373905,0.804065,1.577979,6.822608,0.223764,0.397350,0.731221,26,10,11,7,17,94,94,71,71,121,41,29,40,33,33,0,36,0,508,20,0,0,0,0,0,0,0,1952
8,4,720,540,true,36,12,5,0.913847,0.450619,0.848908,1.889258,5.203880,0.314318,0.374724,0.774226,31,11,6,17,14,102,102,79,79,130,44,34,44,36,36,0,50,0,523,23,0,0,0,0,0,0,0,2024
8,5,720,540,true,33,11,5,0.852862,0.326782,0.602163,2.596018,7.426957,0.288414,0.323681,0.845775,30,11,11,17,14,101,101,83,83,140,46,34,46,33,33,0,50,0,719,53,0,0,0,0,0,0,0,2148
9,0,720,540,false,0,0,0,,,,2.231846,6.749853,0.443398,,,31,19,38,1,0,120,120,89,89,98,27,50,0,,0,0,205,0,887,51,0,0,0,0,0,0,0,1589
9,1,720,540,true,40,12,6,0.914229,0.335550,0.684186,2.156291,5.919042,0.283007,0.352397,0.668439,29,11,8,15,21,108,108,84,84,156,51,31,51,40,40,0,48,0,572,46,0,0,0,0,0,0,0,2141
9,2,720,540,true,32,11,4,0.794768,0.288462,0.505336,2.212831,8.981440,0.269786,0.322650,0.663698,17,15,6,18,12,96,96,68,68,129,40,24,40,32,32,0,188,0,694,45,0,0,0,0,0,0,0,1936
9,3,720,540,true,34,10,8,0.863249,0.463580,0.796847,1.987571,6.418397,0.327275,0.438229,0.895532,20,13,14,8,16,80,80,71,71,129,44,25,44,34,34,0,194,0,751,45,0,0,0,0,0,0,0,2221
9,4,720,540,true,41,12,6,0.870649,0.466301,0.834368,1.830819,5.457758,0.268885,0.428740,0.843329,28,8,12,15,18,101,101,81,81,149,50,31,50,41,41,0,237,0,837,46,0,0,0,0,0,0,0,2215
9,5,720,540,true,34,11,5,0.819250,0.342261,0.641148,2.269434,8.077709,0.338695,0.323531,0.775938,34,13,10,16,17,112,112,90,90,149,50,38,50,34,34,0,42,0,593,53,0,0,0,0,0,0,0,2555
10,0,720,540,true,21,7,7,0.579248,0.500823,0.937434,1.469666,5.055959,0.514115,0.483629,1.137913,37,19,24,7,10,136,136,97,97,128,40,46,37,21,21,0,60,0,888,33,0,0,0,0,0,0,0,3223
10,1,720,540,true,29,11,6,0.911795,0.286094,0.459088,1.978528,8.266633,0.360088,0.256374,0.495452,23,19,15,17,8,102,102,82,82,132,45,30,45,29,29,0,56,0,700,47,0,0,0,0,0,0,0,2398
10,2,720,540,true,31,11,5,0.877637,0.277593,0.556916,2.721503,7.291828,0.294262,0.274569,0.675848,25,14,13,16,8,95,95,76,76,120,42,30,42,31,31,0,213,0,848,75,0,0,0,0,0,0,0,2050
10,3,720,540,true,20,16,4,0.899349,43.353817,68.175926,2.307825,8.638195,0.383170,14.906806,34.131504,25,18,31,5,2,107,107,81,81,103,40,35,25,20,20,0,218,0,934,58,0,0,0,0,0,0,0,2019
10,4,720,540,true,34,11,5,0.864616,0.323630,0.656328,1.781518,4.496942,0.255683,0.263802,0.730730,25,15,9,13,15,91,91,77,77,132,44,30,44,34,34,0,216,0,859,52,0,0,0,0,0,0,0,2077
10,5,720,540,true,33,12,5,0.931610,0.295056,0.501701,2.566125,8.030445,0.368053,0.284109,0.532721,32,10,7,18,13,90,90,80,80,130,43,35,43,33,33,0,48,0,676,36,0,0,0,0,0,0,0,2049
11,0,720,540,true,21,9,7,0.805379,7.124814,13.574924,1.354481,4.192493,0.300320,0.558245,1.806088,25,11,9,10,10,94,94,65,65,99,36,28,36,21,21,0,44,0,503,7,0,0,0,0,0,0,0,2973
11,1,720,540,true,36,12,5,0.918531,0.464936,0.924551,2.784204,7.611454,0.283545,0.411495,1.216823,30,13,13,15,14,101,101,85,85,140,49,34,49,36,36,0,48,0,631,48,0,0,0,0,0,0,0,2057
11,2,720,540,true,20,9,4,0.672155,0.630687,0.968120,4.376287,12.082373,0.251579,0.563194,1.227674,26,13,7,8,5,80,80,59,59,71,26,31,26,20,20,0,50,0,249,65,0,0,0,0,0,0,0,1658
11,3,720,540,false,0,0,0,,,,2.313522,11.278432,0.442513,,,18,14,16,3,1,93,93,52,52,59,19,30,0,,0,0,116,0,517,88,0,0,0,0,0,0,0,1460
11,4,720,540,true,28,10,5,0.804927,0.402365,0.663775,1.440350,4.624680,0.331066,0.401292,0.924214,20,9,10,11,12,77,77,62,62,110,37,23,37,28,28,0,175,0,628,44,0,0,0,0,0,0,0,1841
11,5,720,540,true,34,11,5,0.845859,0.438650,0.843727,2.312032,7.270409,0.240700,0.371840,1.061722,21,8,8,16,14,83,83,67,67,128,44,23,44,34,34,0,231,0,662,46,0,0,0,0,0,0,0,2242
12,0,720,540,true,35,10,9,0.899163,0.490952,0.756911,1.983548,6.382115,0.346836,0.341542,0.696936,27,20,10,11,14,99,99,82,82,129,47,32,47,35,35,0,54,0,738,23,0,0,0,0,0,0,0,2076
12,1,720,540,true,28,9,5,0.665959,0.411913,0.909807,1.814303,6.735619,0.457404,0.383320,0.988368,37,17,9,16,10,103,103,89,89,123,35,43,35,28,28,0,62,0,809,34,0,0,0,0,0,0,0,1993
12,2,720,540,true,31,11,6,0.814122,0.309710,0.478468,3.312273,7.522285,0.321145,0.249275,0.705515,21,14,8,15,11,85,85,69,69,119,38,27,38,31,31,0,74,0,521,35,0,0,0,0,0,0,0,2114
12,3,720,540,false,0,0,0,,,,1.584672,5.890164,0.405267,,,23,19,30,2,0,101,101,74,74,85,16,40,0,,0,0,203,0,803,29,0,0,0,0,0,0,0,1667
12,4,720,540,true,38,12,5,0.932634,0.350114,0.723285,2.398353,7.818914,0.252596,0.339320,0.674211,14,15,14,18,11,95,95,72,72,141,47,20,47,38,38,0,222,0,617,22,0,0,0,0,0,0,0,2157
12,5,720,540,true,36,12,4,0.891167,0.326164,0.712730,2.285526,7.535857,0.384498,0.303232,0.822891,27,16,12,16,18,112,112,89,89,160,49,33,49,36,36,0,239,0,1012,63,0,0,0,0,0,0,0,2397
13,0,720,540,false,0,0,0,,,,2.066897,6.385230,0.551908,,,23,18,14,9,6,84,84,70,70,97,19,32,0,,0,0,60,0,723,24,0,0,0,0,0,0,0,1442
13,1,720,540,true,32,10,5,0.771574,0.459683,0.871466,1.949896,6.439584,0.331808,0.392822,0.693102,15,15,9,16,7,68,68,62,62,109,35,21,35,32,32,0,193,0,695,40,0,0,0,0,0,0,0,1847
13,2,720,540,true,30,9,5,0.686690,0.377016,0.925323,1.761943,7.304860,0.272967,0.326245,1.120843,18,12,5,15,7,68,68,57,57,95,34,22,34,30,30,0,189,0,579,49,0,0,0,0,0,0,0,1970
13,3,720,540,false,0,0,0,,,,2.476435,11.196633,0.350497,,,26,18,35,1,0,112,112,80,80,91,16,39,0,,0,0,255,0,836,70,0,0,0,0,0,0,0,1583
13,4,720,540,true,39,11,6,0.838605,0.463409,0.999978,2.352987,6.653834,0.303211,0.424137,1.004784,19,19,5,16,14,105,105,73,73,133,45,25,45,39,39,0,90,0,541,34,0,0,0,0,0,0,0,2077
13,5,720,540,true,29,10,4,0.762434,0.405358,0.892624,2.097970,7.990010,0.349260,0.375374,1.048913,31,9,10,18,9,97,97,77,77,119,36,36,36,29,29,0,197,0,861,69,0,0,0,0,0,0,0,2066
14,0,720,540,true,20,16,3,0.885969,49.892246,105.606300,1.513970,6.214393,0.260506,20.185755,27.324381,25,14,28,8,2,98,98,77,77,102,31,35,26,20,20,0,220,0,883,29,0,0,0,0,0,0,0,2030
14,1,720,540,true,33,11,6,0.815753,0.288910,0.499016,1.910581,4.609401,0.300628,0.289421,0.714512,24,15,11,14,13,100,100,77,77,131,41,30,41,33,33,0,204,0,821,50,0,0,0,0,0,0,0,2072
14,2,720,540,true,40,13,5,0.914851,0.435380,0.801857,2.807290,7.559503,0.257431,0.400125,0.762260,27,11,11,19,13,109,109,81,81,142,46,32,46,40,40,0,56,0,614,42,0,0,0,0,0,0,0,2013
14,3,720,540,true,20,13,5,0.861067,18.471109,57.065498,1.653042,5.213006,0.313165,1.478530,49.038616,29,13,22,8,10,101,101,82,82,121,39,39,33,20,20,0,42,0,586,22,0,0,0,0,0,0,0,3011
14,4,720,540,true,40,13,5,0.941486,0.331846,0.809306,2.195482,7.144556,0.304880,0.315471,0.945168,30,17,7,17,19,117,117,90,90,158,50,36,50,40,40,0,57,0,778,56,0,0,0,0,0,0,0,2123
14,5,720,540,true,40,13,6,0.966125,0.363592,0.637469,1.979498,6.865617,0.304901,0.329830,0.596107,22,12,10,22,11,102,102,77,77,142,52,24,52,40,40,0,242,0,766,26,0,0,0,0,0,0,0,2248
15,0,720,540,false,0,0,0,,,,2.376947,6.891415,0.394506,,,30,13,27,4,2,115,115,76,76,87,31,41,0,,0,0,204,0,753,47,0,0,0,0,0,0,0,1702
15,1,720,540,true,29,9,5,0.629973,0.424551,0.940611,1.907494,4.143289,0.349822,0.372653,0.716725,22,11,12,9,8,93,93,62,62,94,32,26,32,29,29,0,171,0,656,52,0,0,0,0,0,0,0,1892
15,2,720,540,true,36,13,5,0.881447,0.255547,0.464066,3.472993,7.295441,0.272636,0.258950,0.654236,38,5,9,16,19,117,117,87,87,147,48,40,48,36,36,0,50,0,651,41,0,0,0,0,0,0,0,2165
15,3,720,540,true,20,9,6,0.628904,18.607470,37.872074,1.902044,4.255508,0.345635,0.572694,31.037146,30,15,19,7,6,101,101,77,77,98,31,39,26,20,20,0,60,0,568,12,0,0,0,0,0,0,0,2259
15,4,720,540,true,36,11,5,0.794771,0.316601,0.655384,2.680754,7.067238,0.235080,0.330552,0.795327,35,6,7,16,18,111,111,82,82,140,45,37,45,36,36,0,48,0,643,63,0,0,0,0,0,0,0,2071
15,5,720,540,true,40,13,5,0.940001,0.351488,0.614428,1.897932,6.308069,0.321221,0.265075,0.642078,26,16,13,22,9,120,120,86,86,144,54,30,54,40,40,0,259,0,915,70,0,0,0,0,0,0,0,2249
16,0,720,540,false,0,0,0,,,,1.697780,5.542767,0.320434,,,23,14,33,3,1,98,98,74,74,93,16,37,0,,0,0,203,0,811,43,0,0,0,0,0,0,0,1569
16,1,720,540,true,40,12,6,0.898988,0.392277,0.631860,2.041161,5.444754,0.272061,0.365265,0.750358,29,7,7,19,19,105,105,81,81,154,52,30,52,40,40,0,52,0,508,34,0,0,0,0,0,0,0,2126
16,2,720,540,true,35,12,5,0.856876,0.291316,0.398412,3.258601,7.186138,0.233254,0.270578,0.707363,25,6,11,20,12,98,98,74,74,136,49,26,49,35,35,0,253,0,737,42,0,0,0,0,0,0,0,2041
16,3,720,540,true,40,10,9,0.894188,0.483595,0.772648,1.647892,6.016263,0.235030,0.394339,0.673474,28,9,14,7,23,117,117,81,81,150,49,31,49,40,40,0,48,0,467,17,0,0,0,0,0,0,0,2102
16,4,720,540,true,41,12,6,0.853902,0.492359,0.826397,2.125090,6.478024,0.311517,0.455288,1.133960,29,13,13,15,18,115,115,88,88,156,53,33,53,41,41,0,210,0,997,90,0,0,0,0,0,0,0,2862
16,5,720,540,true,42,13,6,0.928603,0.392217,0.874801,2.523646,6.184955,0.238593,0.345147,0.803741,37,7,13,15,21,123,123,93,93,162,54,39,54,42,42,0,70,0,724,54,0,0,0,0,0,0,0,2294
17,0,720,540,false,0,0,0,,,,1.906907,4.756079,0.284016,,,30,15,39,0,0,130,130,84,84,93,29,45,0,,0,0,201,0,886,75,0,0,0,0,0,0,0,1681
17,1,720,540,true,46,13,7,0.932668,0.497743,0.751056,2.217544,5.418266,0.327491,0.389470,1.156040,26,14,10,20,15,138,138,85,85,154,52,30,52,46,46,0,225,0,887,87,0,0,0,0,0,0,0,2389
17,2,720,540,true,34,11,4,0.741634,0.294971,0.493630,2.364816,7.082401,0.225794,0.269929,0.740813,27,6,12,16,15,118,118,76,76,138,47,29,47,34,34,0,222,0,822,76,0,0,0,0,0,0,0,2271
17,3,720,540,true,39,11,8,0.859786,0.409373,0.887682,1.837522,6.253707,0.291584,0.337928,0.614998,24,16,9,13,13,110,110,75,75,125,44,28,44,39,39,0,68,0,572,33,0,0,0,0,0,0,0,1993
17,4,720,540,true,39,13,6,0.908707,0.343653,0.637615,1.866841,5.536838,0.259816,0.349377,0.634674,35,14,5,19,16,124,124,89,89,145,49,38,49,39,39,0,66,0,615,59,0,0,0,0,0,0,0,2159
17,5,720,540,true,40,11,6,0.782104,0.433499,0.763555,1.939077,7.036516,0.372849,0.378177,0.646121,33,16,10,14,14,118,118,87,87,134,47,37,47,40,40,0,50,0,751,69,0,0,0,0,0,0,0,2094
18,0,720,540,true,20,10,7,0.662684,5.839427,12.009994,1.857620,5.666393,0.425351,0.393477,0.887003,31,19,32,9,9,127,127,100,100,146,41,44,38,20,20,0,61,0,914,45,0,0,0,0,0,0,0,3082
18,1,720,540,true,38,12,6,0.898551,0.425467,0.696876,2.186425,6.187072,0.273993,0.383550,0.791372,29,9,14,17,11,89,89,80,80,132,44,33,44,38,38,0,70,0,598,30,0,0,0,0,0,0,0,1971
18,2,720,540,true,41,12,6,0.889392,0.441242,0.891241,2.759752,9.630827,0.255362,0.475432,1.094406,21,14,11,17,15,109,109,78,78,147,47,27,48,41,41,0,199,0,902,77,0,0,0,0,0,0,0,2532
18,3,720,540,true,20,17,2,0.897211,126.559669,978.175049,2.124735,6.619287,0.269130,31.585300,45.245930,29,11,30,6,0,109,109,76,76,89,36,38,23,20,20,0,219,0,806,46,0,0,0,0,0,0,0,1845
18,4,720,540,true,35,12,5,0.904431,0.345371,0.665829,1.745728,5.676967,0.251681,0.382307,0.709923,23,13,10,19,11,96,96,76,76,134,44,28,44,35,35,0,213,0,835,60,0,0,0,0,0,0,0,2068
18,5,720,540,true,37,13,5,0.953643,0.457492,0.773773,2.559340,6.567992,0.309393,0.393104,1.010567,37,14,9,15,21,117,117,96,96,161,51,42,51,37,37,0,52,0,837,63,0,0,0,0,0,0,0,2259
19,0,720,540,true,32,8,8,0.766831,0.447528,0.826006,1.757298,4.409160,0.286760,0.413649,1.032007,22,15,10,9,13,90,90,69,69,114,37,29,36,32,32,0,40,0,546,22,0,0,0,0,0,0,0,1875
19,1,720,540,true,30,11,5,0.826613,0.298523,0.559656,2.026886,6.635201,0.274774,0.353165,0.643550,33,8,10,17,13,98,98,81,81,131,40,38,40,30,30,0,62,0,615,43,0,0,0,0,0,0,0,1973
19,2,720,540,true,21,8,4,0.499614,0.682429,1.416937,3.798961,12.702909,0.396046,0.820959,1.361539,18,18,9,12,6,90,90,63,63,96,36,24,31,21,21,0,137,0,585,133,0,0,0,0,0,0,0,2584
19,3,720,540,false,0,0,0,,,,3.885640,11.271206,0.209458,,,20,12,16,6,0,77,77,54,54,62,19,32,0,,0,0,129,0,545,90,0,0,0,0,0,0,0,1494
19,4,720,540,true,31,10,5,0.758788,0.345544,0.857277,1.763691,4.816895,0.293661,0.381170,0.822731,21,10,9,16,7,81,81,63,63,104,35,25,35,31,31,0,153,0,672,60,0,0,0,0,0,0,0,1913
